Treatment,Timestamp,BikeMoveRight2,MVWait2,Permitted2,Safe2,BikeMoveRight4,MVWait4,Permitted4,Safe4,CycleDistance,CycleDist1,CycleDist2,MVDistance,CommuteType,CommuteType1,CommuteType2,State,Gender,Education
1_None,8.8.2014 12:48:59,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,None,0,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Male,Graduate Degree
1_None,8.8.2014 8:24:40,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Male,4-Year College
1_None,8.11.2014 13:29:50,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NJ,Male,Graduate Degree
4_BMUFL,8.7.2014 12:29:47,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,NY,Female,Graduate Degree
1_None,8.11.2014 10:54:17,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,NY,Male,4-Year College
4_BMUFL,9.3.2014 10:03:29,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,OR,Male,Graduate Degree
4_BMUFL,8.7.2014 19:36:20,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,PA,Female,4-Year College
3_SLM,8.8.2014 19:33:43,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,PA,Male,High School
2_STR,8.6.2014 17:07:13,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,UT,Male,High School
1_None,8.12.2014 15:01:38,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,WA,Male,4-Year College
4_BMUFL,8.8.2014 10:15:32,0_Disagree,1_Agree,0_Disagree,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,51 - 200 Miles,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,MO,Male,4-Year College
2_STR,8.6.2014 17:47:28,0_Disagree,0_Disagree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,4-Year College
3_SLM,9.5.2014 9:22:11,0_Disagree,0_Disagree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MD,Female,Community College
3_SLM,8.6.2014 17:21:40,0_Disagree,0_Disagree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,OR,Male,4-Year College
1_None,8.6.2014 17:17:09,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,AK,Male,Community College
4_BMUFL,8.8.2014 18:59:13,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AK,Female,4-Year College
3_SLM,8.8.2014 19:08:26,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AK,Male,4-Year College
3_SLM,8.9.2014 21:25:55,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AK,Male,High School
2_STR,8.16.2014 0:33:02,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,AK,Male,4-Year College
3_SLM,8.17.2014 13:30:28,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,More than 200 Miles,Walk,Walk,Other,AL,Male,Graduate Degree
4_BMUFL,8.11.2014 5:35:13,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AR,Female,4-Year College
4_BMUFL,8.6.2014 23:36:19,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AZ,Male,Graduate Degree
3_SLM,8.13.2014 20:19:24,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,I do not commute to work or school,I do not commute to work or school,Other,CA,Male,Graduate Degree
2_STR,8.28.2014 12:47:52,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,None,0,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Female,Graduate Degree
4_BMUFL,8.11.2014 15:02:17,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,I do not commute to work or school,I do not commute to work or school,Other,CA,Male,Graduate Degree
4_BMUFL,8.11.2014 2:38:14,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,Bicycle,Bicycle,Other,CA,Male,4-Year College
4_BMUFL,8.12.2014 0:42:32,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,CA,Female,4-Year College
4_BMUFL,8.6.2014 18:47:57,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,CA,Female,Graduate Degree
4_BMUFL,8.6.2014 23:12:29,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Graduate Degree
4_BMUFL,8.7.2014 1:54:42,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,,4-Year College
4_BMUFL,8.8.2014 12:08:56,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,4-Year College
3_SLM,8.6.2014 18:52:44,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Female,High School
3_SLM,8.7.2014 1:53:06,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Graduate Degree
3_SLM,8.7.2014 11:23:32,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,CA,Male,Graduate Degree
2_STR,8.11.2014 23:34:16,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,CA,Male,Community College
2_STR,8.6.2014 17:58:32,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,4-Year College
2_STR,8.6.2014 18:53:33,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,4-Year College
2_STR,8.6.2014 20:32:33,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Graduate Degree
1_None,7.16.2014 3:11:57,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Graduate Degree
1_None,8.7.2014 10:41:36,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,Less than 50 miles,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,CA,Male,Community College
1_None,8.7.2014 12:54:11,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,CA,Male,Graduate Degree
4_BMUFL,8.7.2014 8:56:16,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,CO,Male,4-Year College
2_STR,8.6.2014 17:54:49,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,CO,Male,Community College
4_BMUFL,8.6.2014 20:40:39,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,DC,Male,Community College
3_SLM,8.6.2014 17:29:06,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,Bike & Personal Motor Vehicle,"More than one type of transport (for example, bicycle and bus)",Other,FL,Male,4-Year College
4_BMUFL,8.6.2014 19:37:15,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,FL,Female,Graduate Degree
3_SLM,8.7.2014 16:45:35,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,Bicycle,Bicycle,Other,FL,Male,Graduate Degree
1_None,8.19.2014 11:03:23,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,None,0,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,FL,Male,4-Year College
1_None,8.7.2014 9:44:48,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,GA,Male,4-Year College
4_BMUFL,8.7.2014 10:08:51,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,GA,Female,Graduate Degree
3_SLM,8.6.2014 17:27:23,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,IA,Male,Community College
1_None,8.8.2014 16:03:44,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,IA,Male,Graduate Degree
4_BMUFL,8.18.2014 18:01:01,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,ID,Male,4-Year College
3_SLM,8.7.2014 0:22:18,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,ID,Male,4-Year College
3_SLM,8.7.2014 12:20:48,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,ID,Male,4-Year College
3_SLM,9.2.2014 0:08:30,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,IL,Male,Graduate Degree
1_None,8.21.2014 23:44:42,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,IL,Male,High School
3_SLM,8.6.2014 22:37:44,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,IL,Male,4-Year College
2_STR,8.6.2014 18:07:52,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,Less than 50 miles,I do not commute to work or school,I do not commute to work or school,Other,IL,Male,4-Year College
1_None,8.7.2014 10:19:50,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,IL,Male,Graduate Degree
1_None,8.7.2014 16:52:17,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,IL,Male,4-Year College
2_STR,8.21.2014 16:55:37,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,Less than 50 miles,Walk,Walk,Other,IN,Female,Graduate Degree
3_SLM,8.7.2014 13:13:53,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,IN,Male,4-Year College
2_STR,8.6.2014 17:03:59,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,KS,Male,Community College
2_STR,8.7.2014 15:13:45,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Walk,Walk,Other,KY,Male,Graduate Degree
2_STR,8.7.2014 20:38:18,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Male,Community College
1_None,8.7.2014 18:00:41,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Male,4-Year College
3_SLM,8.28.2014 16:44:03,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,LA,Female,Graduate Degree
4_BMUFL,7.15.2014 0:32:16,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,Male,Graduate Degree
4_BMUFL,8.6.2014 18:30:37,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,MA,Female,4-Year College
2_STR,8.12.2014 20:41:28,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,Male,Graduate Degree
1_None,8.6.2014 17:38:35,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,MA,Male,Graduate Degree
1_None,8.7.2014 17:44:20,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,MA,Male,4-Year College
3_SLM,8.12.2014 19:25:50,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MD,Male,Graduate Degree
2_STR,8.9.2014 9:34:36,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,MD,Male,High School
2_STR,8.7.2014 15:28:54,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,MI,Male,Community College
2_STR,8.7.2014 9:52:58,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,None,0,<10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MI,Male,4-Year College
1_None,8.10.2014 7:35:57,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,MI,Male,High School
4_BMUFL,8.8.2014 18:03:03,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,4-Year College
1_None,8.20.2014 12:29:28,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,None,0,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MN,Male,Graduate Degree
2_STR,8.6.2014 22:50:59,0_Disagree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MO,Male,High School
4_BMUFL,8.19.2014 13:41:12,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,None,0,<10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Female,Graduate Degree
4_BMUFL,8.7.2014 18:24:40,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,None,0,<10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Female,4-Year College
4_BMUFL,8.8.2014 11:10:15,1_Agree,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Male,Graduate Degree
